index,Company,TypeName,inches,screensize,resolution_width,resolution_height,ppi,touchscreen,ips_panel,cpu_brand,cpu_core,cpu_speed,ram,primary_storage_size,primary_storage_type,secondary_storage_size,secondary_storage_type,gpu_brand,OpSys,weight,price,screen_type
762,Google,Ultrabook,12.3,small,2400,1600,235,1,0,Intel,Core i5,1.2,8,256,SSD,0,None,Intel,other,1.1,83064,QHD
763,Asus,Ultrabook,13.3,small,3200,1800,276,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.2,60153,UHD
764,Dell,Notebook,13.3,small,1366,768,118,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,1.7,45235,HD
765,Acer,Notebook,13.3,small,1366,768,118,0,0,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,1.6,34898,HD
766,Asus,Notebook,17.3,large,1366,768,91,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Nvidia,windows,2.8,25060,HD
767,Dell,Gaming,15.6,medium,3840,2160,282,1,1,Intel,Core i7,2.6,16,128,SSD,1024,HDD,Nvidia,windows,2.7,58555,UHD
768,Samsung,Ultrabook,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.3,85195,FHD
769,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Intel,linux,2.1,15877,HD
771,Samsung,2 in 1 Convertible,15,medium,1920,1080,147,1,0,Intel,Core i7,2.7,16,256,SSD,0,None,AMD,windows,1.7,95851,FHD
772,Toshiba,Notebook,14,medium,1366,768,112,0,1,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,1.8,54346,HD
773,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,windows,2.6,58555,FHD
775,Asus,2 in 1 Convertible,15.6,medium,1920,1080,141,1,0,Intel,Core i7,2.7,12,2048,HDD,0,None,Nvidia,windows,2.3,44702,FHD
776,Lenovo,Notebook,15.6,medium,3840,2160,282,0,0,Intel,Core i7,2.7,16,512,SSD,0,None,Nvidia,windows,2.5,126274,UHD
777,Acer,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,1.8,33886,FHD
778,Razer,Gaming,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,windows,2,154459,FHD
779,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Pentium Dual,1.1,8,128,SSD,0,None,Intel,windows,2,31004,FHD
780,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,32,1024,SSD,1024,HDD,Nvidia,windows,4.4,191211,FHD
781,Asus,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.6,16,256,SSD,1024,HDD,Nvidia,windows,4.3,125208,FHD
782,Toshiba,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.6,16,512,SSD,0,None,Nvidia,windows,1.5,93986,FHD
783,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Quad,1.6,8,1024,HDD,0,None,Intel,no os,2.2,17529,HD
784,Lenovo,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.7,122491,FHD
785,MSI,Gaming,14,medium,1920,1080,157,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,1.6,100753,FHD
786,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.2,58022,FHD
787,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,4,1024,HDD,0,None,Nvidia,windows,2.4,53227,FHD
788,Acer,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,4.2,122491,FHD
789,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.6,52481,FHD
790,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.2,71342,FHD
791,Vero,Notebook,14,medium,1920,1080,157,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.2,10811,FHD
792,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.4,104962,FHD
793,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,141,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,AMD,windows,2.1,51096,FHD
794,Apple,Ultrabook,12,small,2304,1440,226,0,1,Intel,Core M,1.2,8,512,Flash,0,None,Intel,mac,0.9,62071,QHD
795,Lenovo,2 in 1 Convertible,14,medium,2560,1440,210,1,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,124142,QHD
796,Asus,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.6,15931,HD
797,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,2,43157,HD
798,Lenovo,2 in 1 Convertible,13.9,medium,1920,1080,158,1,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,71875,FHD
799,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,8,256,SSD,0,None,AMD,windows,2,39374,FHD
800,HP,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,3.1,110018,FHD
801,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2.4,58555,FHD
802,Dell,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,79867,FHD
803,Dell,Notebook,15.6,medium,3840,2160,282,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.1,93187,UHD
804,Dell,Netbook,11.6,small,1366,768,135,0,0,Intel,Pentium Quad,1.1,4,128,SSD,0,None,Intel,windows,1.6,39640,HD
805,HP,Netbook,12.5,small,1366,768,125,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.3,74006,HD
806,Toshiba,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,2.1,41558,HD
807,HP,Notebook,15.6,medium,1366,768,100,0,0,AMD,A12-Series 9700P,2.5,8,2048,HDD,0,None,AMD,windows,2,33513,HD
808,Dell,Gaming,15.6,medium,3840,2160,282,0,0,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,windows,2.6,89457,UHD
809,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Nvidia,windows,2.4,32448,FHD
810,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,12,1024,HDD,0,None,AMD,windows,3.7,93187,FHD
811,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,512,SSD,1024,HDD,Nvidia,windows,2.9,128671,FHD
812,Samsung,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,0.8,79867,FHD
813,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,windows,2,51202,FHD
814,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,AMD,windows,2.2,42081,FHD
815,Lenovo,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.3,99048,FHD
816,Razer,Ultrabook,12.5,small,3840,2160,352,1,1,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.3,95851,UHD
817,HP,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,16,Flash,0,None,Intel,other,1.2,20513,HD
818,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,128,SSD,1024,HDD,Nvidia,windows,4.4,133468,FHD
819,Dell,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,1.8,40226,HD
820,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,2.1,26102,HD
821,Toshiba,Ultrabook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,4,128,SSD,0,None,Intel,windows,1.3,58075,HD
822,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.1,133147,FHD
823,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.4,63883,FHD
824,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,Flash,0,None,Intel,windows,1.1,99900,FHD
825,Toshiba,Notebook,14,medium,1366,768,112,0,0,Intel,Pentium Dual,2.1,4,128,SSD,0,None,Intel,windows,1.8,26587,HD
826,Asus,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,72354,FHD
827,Dell,Notebook,14,medium,1366,768,112,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,1.8,31169,HD
828,Acer,Netbook,11.6,small,1366,768,135,0,1,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.4,18914,HD
829,Acer,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i3,2.4,8,128,SSD,0,None,Intel,windows,1.5,32980,FHD
830,Razer,Gaming,17.3,large,3840,2160,255,1,0,Intel,Core i7,2.9,32,512,SSD,0,None,Nvidia,windows,3.5,292987,UHD
831,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.6,16,512,SSD,0,None,Intel,windows,1.1,111835,QHD
832,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Nvidia,linux,2.1,27652,FHD
833,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.7,63190,FHD
834,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.3,87912,FHD
835,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3.2,147832,FHD
836,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.9,128884,FHD
837,Toshiba,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,500,HDD,0,None,Intel,windows,2,35644,HD
838,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Quad,1.6,4,16,Flash,0,None,Intel,other,1.5,17316,HD
839,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,HDD,0,None,Intel,windows,2.3,31435,FHD
840,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.6,16,512,SSD,1024,HDD,Nvidia,windows,2.7,95851,FHD
841,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,32,512,SSD,1024,HDD,Nvidia,windows,4.4,163724,FHD
842,HP,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,windows,2.6,48485,FHD
843,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,2.2,38041,HD
844,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.5,8,512,SSD,0,None,Intel,windows,1.5,99634,FHD
845,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,4,256,SSD,0,None,AMD,windows,2.2,39374,FHD
846,HP,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,other,1.4,32767,HD
847,Asus,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.3,8,512,SSD,0,None,Nvidia,windows,1.5,54665,FHD
848,HP,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,121319,FHD
849,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.5,8,512,SSD,0,None,Intel,windows,1.5,78215,FHD
850,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,128,SSD,0,None,Intel,no os,1.9,15931,HD
851,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,128,SSD,1024,HDD,Nvidia,windows,2.1,101179,FHD
852,Dell,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,AMD,linux,2.8,46087,FHD
853,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2,101392,FHD
854,Asus,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,2.3,41931,FHD
855,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,1.9,50350,FHD
856,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Intel,windows,2,23923,HD
857,HP,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,windows,1.3,136344,FHD
858,Dell,Notebook,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.3,8,1024,HDD,0,None,Intel,windows,1.6,34579,FHD
859,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,no os,2.2,24988,FHD
860,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2.3,45323,FHD
861,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,AMD,windows,1.8,71875,FHD
862,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,4,128,SSD,0,None,Intel,windows,1.1,68465,FHD
863,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,no os,2.5,54186,FHD
864,Dell,Ultrabook,13.3,small,3200,1800,276,1,0,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.3,119347,UHD
865,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,2.1,48485,FHD
866,Toshiba,Ultrabook,13.3,small,1366,768,118,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.2,58342,HD
867,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,103896,FHD
868,Acer,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.6,48059,FHD
869,Dell,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,windows,2.2,94732,FHD
870,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2.4,56210,HD
871,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,no os,2.2,25521,FHD
872,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,2,73953,FHD
873,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i3,2.4,4,180,SSD,0,None,Intel,windows,1.4,39161,FHD
874,Samsung,Ultrabook,15,medium,1920,1080,147,0,0,Intel,Core i7,2.7,16,256,SSD,0,None,Nvidia,windows,1.2,98515,FHD
875,Dell,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,windows,1.6,90043,FHD
876,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Intel,linux,2,21258,HD
877,Xiaomi,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.3,8,256,SSD,0,None,Nvidia,windows,1.3,49817,FHD
878,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,128,SSD,1024,HDD,Nvidia,windows,2.2,48618,FHD
879,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,2,44702,FHD
880,HP,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,1.3,90576,FHD
881,HP,2 in 1 Convertible,15.6,medium,1366,768,100,1,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2.3,36486,HD
882,Asus,Notebook,14.1,medium,1366,768,111,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.7,18541,HD
883,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.5,8,1024,HDD,0,None,Nvidia,windows,2.2,35644,FHD
884,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.6,4,500,HDD,0,None,Intel,windows,2.2,19660,HD
885,HP,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,1.3,95851,FHD
886,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,linux,2.2,24280,HD
887,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i5,2.5,12,128,SSD,1024,HDD,Nvidia,windows,2.2,72988,FHD
888,Acer,Netbook,11.6,small,1366,768,135,0,1,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.3,15824,HD
889,Lenovo,Notebook,17.3,large,1600,900,106,0,0,AMD,A4-Series 7210,2.2,4,500,HDD,0,None,AMD,windows,2.8,20193,FHD
890,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,4,128,SSD,0,None,Intel,windows,2,67399,FHD
891,HP,2 in 1 Convertible,13.3,small,3200,1800,276,1,0,Intel,Core i7,2.7,16,256,SSD,0,None,Intel,windows,1.4,74539,UHD
892,Samsung,Ultrabook,15,medium,1920,1080,147,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.2,90523,FHD
893,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,95851,FHD
894,MSI,Gaming,17.3,large,3840,2160,255,0,1,Intel,Core i7,2.6,16,512,SSD,2048,HDD,Nvidia,windows,2.4,141139,UHD
895,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,78588,FHD
896,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,linux,2.6,49497,FHD
897,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,windows,2,47952,FHD
898,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,windows,2.2,32714,HD
899,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.6,8,500,HDD,0,None,Intel,windows,1.9,49817,FHD
900,Dell,2 in 1 Convertible,13.3,small,3200,1800,276,1,0,Intel,Core i7,1.3,8,512,SSD,0,None,Intel,windows,1.2,107258,UHD
901,Asus,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.7,32,256,SSD,256,SSD,Nvidia,windows,3.6,68145,FHD
902,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,1.3,16,256,SSD,0,None,Intel,windows,1.2,87859,FHD
903,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,8,256,Flash,0,None,Intel,windows,1.1,109171,FHD
904,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,512,SSD,0,None,Intel,windows,2,104588,FHD
905,LG,Ultrabook,15.6,medium,1920,1080,141,1,1,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.1,111835,FHD
906,HP,Netbook,12.5,small,1920,1080,176,0,0,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.3,79014,FHD
907,Acer,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Celeron Dual,1.5,4,16,Flash,0,None,Intel,other,2.2,19128,FHD
908,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.3,8,128,SSD,1024,HDD,Nvidia,windows,2.6,42038,FHD
909,LG,Ultrabook,14,medium,1920,1080,157,1,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1,101179,FHD
910,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.8,8,256,SSD,0,None,Intel,windows,1.6,64202,FHD
911,HP,Ultrabook,12.5,small,3840,2160,352,1,0,Intel,Core M,1.2,8,240,SSD,0,None,Intel,windows,1.1,165168,UHD
912,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,6,256,SSD,0,None,Nvidia,windows,2.2,42038,FHD
913,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,2,54292,FHD
914,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2.4,4,1024,HDD,0,None,Intel,windows,2.4,26587,FHD
915,Lenovo,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,4,128,SSD,0,None,Intel,windows,1.4,46940,FHD
916,HP,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.5,51149,FHD
917,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.7,85195,FHD
918,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,128,SSD,1024,HDD,Nvidia,windows,2.6,71875,FHD
919,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.2,59669,FHD
920,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,AMD,windows,2.2,36496,HD
921,HP,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,AMD,windows,1.8,69104,FHD
924,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i5,2.5,8,512,SSD,0,None,Intel,windows,1.4,97236,FHD
925,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,2,38889,HD
926,Lenovo,Ultrabook,12.5,small,1920,1080,176,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,87912,FHD
927,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,2.3,62071,FHD
928,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Intel,windows,2.2,37725,HD
929,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,2,61219,HD
930,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Intel,windows,2.2,16464,HD
931,HP,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,1.3,84129,FHD
932,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,1024,HDD,0,None,Intel,no os,1.9,15393,HD
933,Lenovo,2 in 1 Convertible,13.3,small,3200,1800,276,1,1,Intel,Core i7,2.2,16,1024,SSD,0,None,Intel,windows,1.3,95851,UHD
934,Toshiba,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,1.5,58874,FHD
935,HP,Netbook,12.5,small,1920,1080,176,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.3,88924,FHD
936,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,windows,2.2,29762,HD
937,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.2,63883,FHD
939,Dell,Gaming,17.3,large,2560,1440,170,0,0,Intel,Core i7,2.7,16,512,SSD,1024,HDD,Nvidia,windows,4.4,146946,QHD
940,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i5,2.3,8,128,SSD,1024,HDD,Nvidia,windows,2.8,74539,FHD
941,Asus,Notebook,17.3,large,1600,900,106,0,0,Intel,Pentium Quad,1.6,4,1024,HDD,0,None,Nvidia,windows,2.8,28238,FHD
942,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2.2,32980,HD
943,Toshiba,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,2.2,59620,HD
944,Lenovo,2 in 1 Convertible,11.3,small,1920,1080,195,1,1,Intel,Core M,1.2,8,256,SSD,0,None,Intel,windows,1.1,69211,FHD
945,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,AMD,FX 8800P,2.1,16,512,SSD,1024,HDD,AMD,windows,2.5,53227,FHD
946,Dell,Ultrabook,12.5,small,1920,1080,176,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,78439,FHD
947,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,no os,2.2,36497,FHD
948,Dell,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,windows,2.4,35112,FHD
949,Acer,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.7,18595,HD
950,HP,Workstation,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,8,SSD,0,None,Nvidia,windows,2,119827,FHD
951,Dell,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,windows,1.4,94572,FHD
952,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.2,77789,FHD
